Date,COST,DIS,KO,PEP,PG,PM,UL,WMT
2012-12-14,79.62239837646484,44.245548248291016,27.68754005432129,52.96728515625,52.158443450927734,54.107975006103516,28.025421142578125,55.269344329833984
2012-12-17,81.15042114257812,44.80009841918945,27.569915771484375,53.12580490112305,52.158443450927734,53.8859977722168,28.061269760131836,55.631103515625
2012-12-18,82.03770446777344,45.65464782714844,27.408164978027344,53.24662399291992,52.188289642333984,53.343379974365234,28.19748878479004,55.87228012084961
2012-12-19,81.06828308105469,45.40009307861328,27.040571212768555,52.75588607788086,51.71836853027344,52.196475982666016,28.111461639404297,55.08445358276367
2012-12-20,81.4954833984375,46.30009841918945,27.239070892333984,52.929527282714844,52.07638168334961,52.74488830566406,28.22616958618164,55.47032165527344
2012-12-21,81.73371887207031,45.45464324951172,27.121444702148438,52.56715774536133,51.25593948364258,52.40559387207031,27.853355407714844,55.188961029052734
2012-12-24,81.692626953125,45.34555435180664,27.00381088256836,52.416168212890625,51.106781005859375,51.710914611816406,27.774497985839844,55.12464904785156
2012-12-26,81.06828308105469,45.31827163696289,26.77590560913086,51.97075653076172,50.71891784667969,51.22303771972656,27.69562339782715,54.658355712890625
2012-12-27,80.44392395019531,45.02737045288086,26.77590560913086,51.842411041259766,50.69654846191406,51.72942352294922,27.68128776550293,54.81916046142578
2012-12-28,79.66349792480469,44.681915283203125,26.44505500793457,51.351680755615234,50.08491516113281,51.03779602050781,27.45903968811035,54.352901458740234
2012-12-31,81.10935974121094,45.26374053955078,26.65091323852539,51.66122055053711,50.636863708496094,51.64914321899414,27.760150909423828,54.8513298034668
2013-01-02,83.34392547607422,46.454647064208984,27.6434326171875,52.340675354003906,51.755672454833984,53.56344985961914,27.968069076538086,55.663265228271484
2013-01-03,84.19831848144531,46.55464553833008,27.6434326171875,52.363319396972656,51.427490234375,53.02004623413086,27.738645553588867,55.30955123901367
2013-01-04,83.92720031738281,47.445552825927734,27.68754005432129,52.43881607055664,51.531917572021484,53.427581787109375,27.88921356201172,55.51856994628906
2013-01-07,83.2781982421875,46.336463928222656,27.422870635986328,52.43126678466797,51.181358337402344,53.2608642578125,27.760150909423828,54.98799514770508
2013-01-08,83.12211608886719,46.14555358886719,27.23172378540039,52.58980941772461,51.09930419921875,53.16205596923828,27.781658172607422,55.140724182128906
2013-01-09,83.16320037841797,46.16373062133789,27.224365234375,52.85404968261719,51.375274658203125,53.001502990722656,27.516386032104492,55.12464904785156
2013-01-10,82.76063537597656,46.17282485961914,27.17290687561035,53.45798110961914,51.66615676879883,53.903079986572266,27.767316818237305,54.95582580566406
2013-01-11,82.38273620605469,45.98191833496094,27.136138916015625,53.51082992553711,51.628875732421875,55.10106658935547,27.68128776550293,55.17286682128906
2013-01-14,82.45668029785156,45.99100875854492,27.194961547851562,53.820369720458984,51.934654235839844,55.00224304199219,27.57375144958496,54.907596588134766
2013-01-15,83.09747314453125,46.44554901123047,27.43757438659668,54.05440902709961,52.12115478515625,54.909637451171875,27.82468605041504,55.454246520996094
2013-01-16,83.40962982177734,46.84555435180664,27.43757438659668,53.96381759643555,52.13767623901367,54.55146408081055,27.939388275146484,55.639163970947266
2013-01-17,82.94137573242188,47.64555358886719,27.577260971069336,54.6810188293457,52.385807037353516,55.04549026489258,27.8175106048584,55.349754333496094
2013-01-18,83.13854217529297,47.58192443847656,27.71695327758789,54.718780517578125,52.588836669921875,55.564205169677734,27.738645553588867,55.631103515625
2013-01-22,83.91899871826172,47.93647003173828,27.29788589477539,54.50736999511719,52.59634017944336,55.59506607055664,27.975231170654297,55.936607360839844
2013-01-23,83.89435577392578,49.04555892944336,27.29788589477539,54.21296691894531,53.15277099609375,54.8602180480957,28.713685989379883,55.86424255371094
2013-01-24,84.52693176269531,49.04555892944336,27.283184051513672,54.530029296875,52.94975280761719,55.4283561706543,28.54163360595703,56.10543441772461
2013-01-25,84.09149932861328,49.436466217041016,27.239070892333984,54.7263069152832,55.077667236328125,55.21839141845703,28.792558670043945,55.47032165527344
2013-01-28,84.19831848144531,49.41828536987305,27.20966339111328,54.8169059753418,55.468650817871094,54.959022521972656,28.763870239257812,55.7516975402832
2013-01-29,84.9130630493164,49.08192825317383,27.511093139648438,55.0660400390625,56.39352035522461,54.903446197509766,28.92876625061035,56.1858024597168
2013-01-30,84.23118591308594,48.90010452270508,27.569915771484375,55.26988983154297,56.45368576049805,54.1253776550293,29.04347801208496,56.07328796386719
2013-01-31,84.0750961303711,48.98192596435547,27.378772735595703,54.998104095458984,56.51382827758789,54.440303802490234,29.172523498535156,56.23404312133789
2013-02-01,85.56201171875,49.62738037109375,27.59931755065918,54.862213134765625,57.08527374267578,54.42179870605469,29.35894203186035,56.66817855834961
2013-02-04,84.19009399414062,49.00010681152344,27.459625244140625,54.69612503051758,56.581504821777344,53.92778015136719,28.814054489135742,55.976802825927734
2013-02-05,84.87196350097656,49.35464859008789,28.04043960571289,55.22458267211914,56.919857025146484,54.316810607910156,29.122352600097656,56.89326095581055
2013-02-06,83.77230072021484,49.563743591308594,28.165422439575195,54.93769454956055,57.25822067260742,54.150089263916016,28.843387603759766,57.3273811340332
2013-02-07,83.89585876464844,49.41828536987305,28.606544494628906,54.967891693115234,57.25822067260742,55.46539306640625,28.597665786743164,57.263065338134766
2013-02-08,84.67015075683594,49.69101333618164,28.50361442565918,54.80934524536133,56.95744323730469,55.854427337646484,28.655479431152344,57.464046478271484
2013-02-11,84.01118469238281,49.77283477783203,28.385990142822266,54.628173828125,57.00255584716797,55.79267501831055,28.561525344848633,57.399742126464844
2013-02-12,83.82171630859375,49.95465087890625,27.614028930664062,54.4847297668457,57.13037872314453,55.662986755371094,28.7349796295166,57.399742126464844
2013-02-13,83.71463775634766,49.9637451171875,27.356708526611328,53.97890853881836,57.566490173339844,56.18789291381836,28.597665786743164,57.39168930053711
2013-02-14,84.03587341308594,49.89101791381836,27.084684371948242,54.5677604675293,57.73192596435547,55.582706451416016,29.009611129760742,56.9334716796875
2013-02-15,84.15943908691406,50.55466079711914,27.511093139648438,55.624698638916016,57.55147171020508,55.570369720458984,28.75666046142578,55.71151351928711
2013-02-19,83.93705749511719,50.66374588012695,27.694887161254883,56.99870300292969,58.18306350708008,56.3854866027832,29.190296173095703,55.27739334106445
2013-02-20,83.2615737915039,49.63645935058594,27.7390079498291,56.93830871582031,57.9575080871582,56.867149353027344,29.1975040435791,55.639163970947266
2013-02-21,82.94035339355469,49.24555969238281,27.72429847717285,56.89302062988281,57.927406311035156,57.509368896484375,28.843387603759766,56.4832763671875
2013-02-22,83.3274917602539,49.31828689575195,28.319814682006836,57.05154037475586,57.88981246948242,57.688453674316406,29.07464599609375,56.59581756591797
2013-02-25,82.44609069824219,48.71828842163086,27.731657028198242,56.76466751098633,57.08527374267578,56.53988265991211,28.380855560302734,56.62795639038086
2013-02-26,81.91893005371094,49.00010681152344,28.01838493347168,57.089298248291016,57.2055778503418,56.564544677734375,28.236309051513672,57.166587829589844
2013-02-27,82.97328186035156,49.527374267578125,28.26834487915039,57.39116668701172,57.70938491821289,56.4595947265625,28.72774887084961,57.608768463134766
2013-02-28,83.4345474243164,49.62738037109375,28.466861724853516,57.61167526245117,57.2807731628418,56.65719985961914,28.800006866455078,56.901309967041016
2013-03-01,83.54165649414062,50.300113677978516,28.4521427154541,57.73332595825195,57.51387023925781,56.46577072143555,28.944555282592773,57.67304611206055
2013-03-04,85.19733428955078,50.72738265991211,28.54037094116211,58.24275207519531,57.6567268371582,57.03388214111328,29.13969612121582,58.89503860473633
2013-03-05,84.96668243408203,51.34556579589844,28.437448501586914,58.470863342285156,57.9349365234375,56.98448944091797,29.320369720458984,59.26482391357422
2013-03-06,84.48070526123047,51.23646926879883,28.687423706054688,58.39484786987305,58.0477294921875,56.564544677734375,29.183055877685547,58.99149703979492
2013-03-07,83.99470520019531,51.20010757446289,28.760944366455078,58.653350830078125,57.822147369384766,56.69424819946289,29.464916229248047,58.94325256347656
2013-03-08,84.87606048583984,52.1728401184082,28.83446502685547,58.6989631652832,58.0327033996582,56.26198196411133,29.551645278930664,59.088905334472656
2013-03-11,84.38184356689453,52.41829299926758,28.90062713623047,58.43284606933594,58.160518646240234,56.32373809814453,29.595003128051758,59.04844284057617
2013-03-12,85.46092987060547,51.918296813964844,28.643306732177734,58.46324920654297,58.02516174316406,56.126129150390625,29.558862686157227,59.55008316040039
2013-03-13,85.1890869140625,52.127384185791016,28.576648712158203,58.508872985839844,57.74695587158203,55.91619873046875,29.58778190612793,59.59054946899414
2013-03-14,84.76898956298828,52.5001106262207,28.89508628845215,58.69134521484375,58.190582275390625,56.3854866027832,29.884090423583984,59.24264144897461
2013-03-15,83.8134765625,52.34557342529297,28.754369735717773,58.57733154296875,57.40106964111328,56.42255401611328,29.775678634643555,58.66007614135742
2013-03-18,83.75584411621094,51.66374969482422,28.702543258666992,58.303585052490234,57.265708923339844,55.79886245727539,29.804594039916992,58.45780563354492
2013-03-19,84.11827087402344,51.191017150878906,29.1246395111084,58.295989990234375,57.98004913330078,56.07673263549805,30.014175415039062,58.619606018066406
2013-03-20,84.90902709960938,51.76374435424805,29.524518966674805,58.02986145019531,58.33346176147461,56.453426361083984,30.15871810913086,59.05653381347656
2013-03-21,85.2714614868164,51.191017150878906,29.672622680664062,57.90060806274414,58.055233001708984,56.22491455078125,29.927438735961914,59.16980743408203
2013-03-22,86.58118438720703,51.6182861328125,29.65041160583496,59.79386901855469,58.10034942626953,56.57692337036133,30.375524520874023,60.10026168823242
2013-03-25,86.87770080566406,51.1001091003418,29.70964241027832,59.177978515625,57.6567268371582,56.80539321899414,30.26712989807129,60.56145095825195
2013-03-26,87.28958892822266,51.481929779052734,30.131746292114258,60.006771087646484,58.19810485839844,57.191837310791016,30.202070236206055,60.49674987792969
2013-03-27,87.84147644042969,51.33647155761719,29.78369903564453,59.52775955200195,57.94245910644531,57.34144592285156,30.02863121032715,60.504852294921875
2013-03-28,87.40492248535156,51.636470794677734,29.946611404418945,60.15123748779297,57.94245910644531,57.78395080566406,30.527299880981445,60.5452766418457
2013-04-01,87.15776824951172,51.536476135253906,29.954023361206055,60.14360427856445,58.423683166503906,57.82757568359375,30.498390197753906,61.03074645996094
2013-04-02,88.69813537597656,52.23646926879883,30.153963088989258,60.630245208740234,59.371097564697266,58.84352493286133,30.79471206665039,61.508121490478516
2013-04-03,87.61083984375,52.045562744140625,29.746675491333008,60.03718185424805,58.73949432373047,58.81236267089844,30.751338958740234,61.491939544677734
2013-04-04,87.61083984375,52.35465621948242,30.020679473876953,60.4705810546875,59.0552978515625,58.91830825805664,30.404438018798828,61.65373229980469
2013-04-05,87.14955139160156,52.45465850830078,29.68002700805664,59.75584030151367,58.822200775146484,57.79019546508789,30.296024322509766,61.80747985839844
2013-04-08,88.17094421386719,53.47283172607422,30.257638931274414,60.44777297973633,59.243263244628906,58.86220932006836,30.346616744995117,62.53569030761719
2013-04-09,87.14129638671875,53.76375198364258,30.146560668945312,60.227264404296875,58.84474182128906,58.92454147338867,30.23821449279785,63.207218170166016
2013-04-10,87.10838317871094,54.645572662353516,30.41313934326172,60.873558044433594,59.581634521484375,59.37331008911133,30.744121551513672,62.60041046142578
2013-04-11,87.3225326538086,55.04557418823242,30.494604110717773,60.79751968383789,59.90495681762695,59.5852165222168,31.054887771606445,62.94023513793945
2013-04-12,87.42138671875,55.04557418823242,30.420547485351562,60.82034683227539,60.21324157714844,60.1087760925293,31.076557159423828,63.563232421875
2013-04-15,85.83981323242188,53.527381896972656,29.687437057495117,60.006771087646484,59.889930725097656,58.65652847290039,30.744121551513672,63.490413665771484
2013-04-16,86.94361114501953,55.227394104003906,31.37581443786621,60.827938079833984,60.2282829284668,59.192569732666016,30.91033935546875,63.66033172607422
2013-04-17,86.30111694335938,55.163753509521484,31.509111404418945,59.95354461669922,59.44628143310547,58.612918853759766,30.426118850708008,63.52277755737305
2013-04-18,85.3456039428711,54.53647994995117,31.175878524780273,61.778385162353516,60.055335998535156,57.14822006225586,30.498390197753906,62.43048858642578
2013-04-19,86.03751373291016,55.96376037597656,31.590576171875,62.934112548828125,61.228336334228516,57.31025695800781,30.69352149963379,63.344791412353516
2013-04-22,86.62236785888672,56.37284469604492,31.635007858276367,63.39792251586914,61.20575714111328,57.85251235961914,30.59234046936035,63.08586883544922
2013-04-23,88.34394073486328,56.900123596191406,31.62018585205078,63.945377349853516,62.062950134277344,58.338661193847656,31.206649780273438,63.99205780029297
2013-04-24,88.82168579101562,56.30921173095703,31.21291160583496,62.607154846191406,58.41360855102539,58.61912155151367,31.228321075439453,63.13441848754883
2013-04-25,89.89251708984375,56.3637580871582,31.361005783081055,62.972110748291016,58.004608154296875,58.98686599731445,30.69352149963379,63.63606262207031
2013-04-26,90.00785064697266,56.245574951171875,31.175878524780273,62.73642349243164,58.3984489440918,59.404476165771484,30.845294952392578,63.951602935791016
2013-04-29,89.48066711425781,57.272850036621094,31.279550552368164,62.8428840637207,58.837772369384766,59.80961990356445,31.35841178894043,63.42567825317383
2013-04-30,89.31591796875,57.12739181518555,31.34619903564453,62.70602035522461,58.14849090576172,59.5789909362793,31.307832717895508,62.883583068847656
2013-05-01,89.14293670654297,57.4637565612793,31.257339477539062,62.508323669433594,58.31514358520508,59.62886428833008,31.257226943969727,63.15871047973633
2013-05-02,89.53009796142578,58.07284927368164,31.072206497192383,62.774436950683594,58.898372650146484,59.217498779296875,31.184965133666992,63.482330322265625
2013-05-03,90.40325164794922,58.90922164916992,31.279550552368164,62.979759216308594,59.22407913208008,58.75001907348633,31.394556045532227,64.12152099609375
2013-05-06,89.85957336425781,59.14558029174805,31.161067962646484,62.72878646850586,58.890777587890625,58.03327178955078,31.250001907348633,63.781707763671875
2013-05-07,90.37030792236328,60.06376266479492,31.62018585205078,63.36750411987305,59.03470993041992,58.34489059448242,31.30061149597168,63.781707763671875
2013-05-08,90.28793334960938,59.99102783203125,31.442466735839844,63.29907989501953,59.4134407043457,58.90584182739258,31.3800106048584,63.69215393066406
2013-05-09,89.90076446533203,60.609222412109375,31.190698623657227,62.99493408203125,59.23921203613281,58.407230377197266,30.957448959350586,63.81428146362305
2013-05-10,90.6009292602539,61.09103012084961,31.21291160583496,63.10898971557617,59.655818939208984,58.16413116455078,30.99387550354004,64.21308135986328
2013-05-13,90.6174087524414,61.20012664794922,31.242525100708008,63.13177490234375,59.52707290649414,58.612918853759766,31.052152633666992,63.895660400390625
2013-05-14,91.7541275024414,61.33649444580078,31.486892700195312,63.48917007446289,60.19358825683594,59.186309814453125,31.3800106048584,64.12355041503906
2013-05-15,93.19140625,61.51831817626953,31.78309440612793,64.0594253540039,61.11008071899414,60.021522521972656,31.722454071044922,65.00263214111328
2013-05-16,92.10932159423828,60.427398681640625,31.908985137939453,63.67164611816406,60.74652099609375,59.485496520996094,31.51115608215332,63.895660400390625
2013-05-17,93.38137817382812,60.527400970458984,31.82012367248535,63.71726608276367,60.61018753051758,59.63508987426758,31.489301681518555,63.382869720458984
2013-05-20,92.53058624267578,60.10922622680664,31.383220672607422,62.79724884033203,59.905765533447266,59.21125411987305,31.525728225708008,63.00029754638672
2013-05-21,93.736572265625,59.845584869384766,31.353607177734375,62.82765579223633,59.68611145019531,58.83728790283203,31.518447875976562,62.99216079711914
2013-05-22,93.65398406982422,59.60921859741211,31.286954879760742,63.0861701965332,59.701271057128906,58.56926727294922,31.372726440429688,62.699134826660156
2013-05-23,93.49703216552734,59.30012893676758,31.049991607666016,62.439884185791016,59.610347747802734,58.78119659423828,31.540307998657227,62.12936019897461
2013-05-24,94.48827362060547,59.53648376464844,31.279550552368164,62.78963851928711,62.01900100708008,58.66279220581055,31.496578216552734,62.92704391479492
2013-05-28,94.85171508789062,60.627403259277344,31.509111404418945,62.67557907104492,61.24642562866211,58.189083099365234,31.540307998657227,62.93516540527344
2013-05-29,93.29879760742188,60.23649597167969,30.657508850097656,61.67952346801758,59.76182174682617,57.49725341796875,31.285289764404297,62.04796600341797
2013-05-30,92.41495513916016,58.77284622192383,30.190982818603516,61.75556182861328,59.905765533447266,57.60319137573242,31.190582275390625,61.55959701538086
2013-05-31,90.55640411376953,57.3455810546875,29.613386154174805,61.41341781616211,58.14093017578125,56.66205978393555,30.607717514038086,60.91657638549805
2013-06-03,91.58892059326172,58.0001220703125,30.220611572265625,61.89242935180664,58.82262420654297,57.57826232910156,30.797149658203125,61.60844039916992
2013-06-04,91.40721893310547,58.5001220703125,30.672325134277344,62.06731033325195,58.60297393798828,57.27287673950195,30.746158599853516,61.81193542480469
2013-06-05,90.17642974853516,57.381935119628906,30.102123260498047,62.172969818115234,58.06520080566406,56.3878173828125,30.1778564453125,61.250301361083984
2013-06-06,91.76239013671875,57.40011978149414,30.205791473388672,62.525177001953125,58.1863899230957,57.34144592285156,30.30172348022461,61.55959701538086
2013-06-07,91.34109497070312,58.95466995239258,30.664926528930664,63.17601776123047,58.890777587890625,57.39752197265625,30.476573944091797,62.12936019897461
2013-06-10,91.11811065673828,58.02739334106445,30.494604110717773,63.43634033203125,59.1331901550293,57.11081314086914,30.338144302368164,61.65727615356445
2013-06-11,90.8785400390625,58.0001220703125,30.205791473388672,63.19133758544922,59.171043395996094,56.86149215698242,30.12685775756836,61.250301361083984
2013-06-12,90.36642456054688,57.263755798339844,30.11631965637207,62.869754791259766,58.777198791503906,57.1232795715332,30.207006454467773,60.91657638549805
2013-06-13,91.58892059326172,58.45467758178711,30.131229400634766,62.77020263671875,59.4058837890625,57.70293426513672,30.221569061279297,61.046810150146484
2013-06-14,91.68804168701172,58.0001220703125,30.079042434692383,62.88503646850586,59.1028938293457,57.41621017456055,30.032136917114258,60.940975189208984
2013-06-17,92.2662582397461,58.62739562988281,30.33255386352539,63.206634521484375,59.80729293823242,57.634361267089844,30.367294311523438,61.00611114501953
2013-06-18,92.58840942382812,59.354671478271484,30.518966674804688,63.22193908691406,59.86790084838867,57.74656295776367,30.359996795654297,61.640995025634766
2013-06-19,91.01898956298828,58.48194122314453,30.131229400634766,61.935604095458984,58.784751892089844,56.25693130493164,30.032136917114258,60.60728454589844
2013-06-20,88.84654998779297,56.34557342529297,29.17681121826172,60.41957092285156,56.997215270996094,53.99441146850586,28.80811309814453,59.44334030151367
2013-06-21,89.74691009521484,57.02739715576172,29.64656639099121,61.353694915771484,58.64842987060547,54.511749267578125,28.815418243408203,59.834014892578125
2013-06-24,90.56466674804688,56.76375198364258,29.475067138671875,61.353694915771484,58.004608154296875,54.13154220581055,28.414691925048828,60.39562225341797
2013-06-25,91.06856536865234,56.88194274902344,29.616748809814453,61.28477096557617,58.08790969848633,54.446258544921875,28.545825958251953,60.534027099609375
2013-06-26,91.83673095703125,57.4637565612793,30.07158660888672,62.24956130981445,58.62569808959961,55.10087585449219,28.990264892578125,61.05494689941406
2013-06-27,92.09280395507812,57.92740249633789,30.019380569458008,62.586429595947266,58.8301887512207,55.25193786621094,29.347267150878906,61.25841522216797
2013-06-28,91.33289337158203,57.40921401977539,29.907543182373047,62.6247444152832,58.31514358520508,54.52179718017578,29.471126556396484,60.631675720214844
2013-07-01,91.21723175048828,58.11830139160156,30.168514251708984,62.816158294677734,59.095306396484375,55.09458923339844,29.609560012817383,60.71306610107422
2013-07-02,91.56416320800781,57.50921630859375,30.101409912109375,62.54050064086914,59.4134407043457,55.113460540771484,29.56585121154785,60.81071853637695
2013-07-03,91.61372375488281,57.827388763427734,30.19089126586914,61.8131217956543,59.51189041137695,55.23305892944336,29.522132873535156,60.851463317871094
2013-07-05,92.31583404541016,58.01830291748047,30.213247299194336,61.86668014526367,59.33768844604492,55.082000732421875,29.755279541015625,61.21773910522461
2013-07-08,93.02619171142578,58.827396392822266,30.228179931640625,62.617069244384766,59.655818939208984,55.74919891357422,29.86455535888672,62.43867492675781
2013-07-09,93.62918853759766,59.036495208740234,30.44440269470215,63.375091552734375,60.26932907104492,56.13315963745117,29.959287643432617,62.699134826660156
2013-07-10,93.87701416015625,59.00922393798828,30.33255386352539,63.54353713989258,60.44356155395508,55.66107940673828,30.083141326904297,62.487518310546875
2013-07-11,95.72728729248047,60.527400970458984,30.593530654907227,64.73799133300781,61.17825698852539,56.86330795288086,30.972000122070312,63.187496185302734
2013-07-12,96.19811248779297,60.89104080200195,30.593530654907227,64.5619125366211,61.769073486328125,56.46046447753906,30.862730026245117,63.187496185302734
2013-07-15,95.72728729248047,59.93648910522461,30.5786075592041,64.86817169189453,61.7387580871582,56.403804779052734,31.088581085205078,62.699134826660156
2013-07-16,96.25595092773438,59.118309020996094,29.99701499938965,64.3321762084961,61.32975387573242,56.61781311035156,30.93558120727539,62.975887298583984
2013-07-17,96.97456359863281,59.41830825805664,30.45185661315918,65.26631927490234,61.11759567260742,56.466758728027344,30.556732177734375,62.837501525878906
2013-07-18,96.69371795654297,59.83649444580078,30.429500579833984,66.46076965332031,61.277862548828125,56.17722702026367,30.593141555786133,62.95145034790039
2013-07-19,97.52799224853516,59.23649597167969,30.638269424438477,66.16214752197266,62.094383239746094,55.77436447143555,30.67328453063965,63.553794860839844
2013-07-22,97.51150512695312,58.54558563232422,30.45185661315918,66.15447998046875,61.97991180419922,56.16462707519531,30.571290969848633,63.382869720458984
2013-07-23,98.37882232666016,58.59102249145508,30.541336059570312,66.00135803222656,61.773860931396484,55.881385803222656,30.381866455078125,63.93634796142578
2013-07-24,97.3875961303711,58.76375961303711,30.46677017211914,65.57255554199219,61.25494384765625,55.73030090332031,30.30172348022461,63.67588424682617
2013-07-25,97.015869140625,58.68194580078125,30.45185661315918,65.50366973876953,61.3618049621582,56.15833282470703,30.039426803588867,63.49681091308594
2013-07-26,96.28899383544922,59.07285690307617,30.302738189697266,65.31990814208984,61.34651565551758,55.94432067871094,29.558561325073242,63.488670349121094
2013-07-29,96.75981140136719,58.736488342285156,30.034299850463867,65.27398681640625,61.11759567260742,55.81215286254883,29.56585121154785,63.480533599853516
2013-07-30,96.58634185791016,58.345577239990234,30.064123153686523,65.16677856445312,61.38468933105469,56.12685012817383,29.543996810913086,63.3991584777832
2013-07-31,96.99105072021484,58.77284622192383,29.885169982910156,63.96466827392578,61.277862548828125,56.13315963745117,29.602285385131836,63.4398307800293
2013-08-01,97.75102233886719,59.41830825805664,30.25053596496582,64.4699935913086,62.30042266845703,56.466758728027344,29.959287643432617,63.667724609375
2013-08-02,98.60182189941406,60.46376419067383,29.989559173583984,64.5389175415039,62.03334045410156,56.3912239074707,30.148712158203125,64.09915161132812
2013-08-05,99.1800765991211,60.018310546875,30.0417537689209,64.68441009521484,62.11726379394531,56.15833282470703,30.21428680419922,64.11544036865234
2013-08-06,98.7092056274414,60.95467758178711,30.101409912109375,65.12084197998047,62.376712799072266,55.875083923339844,29.959287643432617,63.382869720458984
2013-08-07,98.83344268798828,59.91831588745117,29.937374114990234,64.89878845214844,62.544593811035156,55.52260208129883,29.447778701782227,63.358299255371094
2013-08-08,97.21849822998047,59.772850036621094,29.974647521972656,64.83753967285156,62.70486068725586,56.246463775634766,29.49922752380371,63.26002883911133
2013-08-09,95.76093292236328,58.8455810546875,29.944826126098633,64.57719421386719,62.30042266845703,55.83103561401367,29.624164581298828,62.97340393066406
2013-08-12,95.84375762939453,58.11830139160156,29.698766708374023,64.17135620117188,62.28514862060547,55.579261779785156,29.53597068786621,63.120811462402344
2013-08-13,95.77749633789062,58.16376495361328,29.564556121826172,63.849830627441406,62.315696716308594,55.598148345947266,29.771141052246094,62.94066619873047
